,isin,instrument_token,exchange_token,exchange,tradingsymbol,name
2065,INE06TD01010,138923012,542668,BSE,EVANS,EVANS ELECTRIC
2066,INE374E01021,138923268,542669,BSE,BMW,BMW INDUSTRIES
2067,INE757T01025,138923524,542670,BSE,AEPL,ARTEMIS ELECTRICALS AND PROJEC
2068,INE05BN01019,138925572,542678,BSE,CHCL,CIAN HEALTHCARE 
2069,INE413F01016,138925828,542679,BSE,DEL,DHANASHREE ELECTRONICS 
2070,INE01K301012,138926596,542682,BSE,HARISH,HARISH TEXTILE ENGINEERS LIMIT
2071,INE05MV01019,138929668,542694,BSE,PARSHVA,PARSHVA ENTERPRISES 
2072,INE02GA01012,138936580,542721,BSE,ARL,ANAND RAYONS 
2073,INE060601031,138937348,542724,BSE,MURAE,MURAE ORGANISOR 
2074,INE056001014,138938116,542727,BSE,CPML,CITY PULSE MULTIVENTURES LIMIT
2075,INE04ST01013,138938372,542728,BSE,SKIEL,SK INTERNATIONAL EXPORT LIMITE
2076,INE08E401029,138949124,542770,BSE,ALPHALOGIC,ALPHALOGIC TECHSYS 
2077,INE08JY01013,138949380,542771,BSE,NOVATEOR,NOVATEOR RESEARCH LABORATORIES
2078,INE957W01025,138957060,542801,BSE,MISQUITA,MISQUITA ENGINEERING 
2079,INE906Y01028,138957316,542802,BSE,GALACTICO,GALACTICO CORPORATE SERVICES L
2080,INE560T01015,138957572,542803,BSE,VEL,VAXFAB ENTERPRISES 
2081,INE492Z01018,138969604,542850,BSE,GOBLIN,GOBLIN INDIA
2082,INE052001026,138972676,542862,BSE,SHAHLON,SHAHLON SILK INDUSTRIES LIMITE
2083,INE444X01014,138973188,542864,BSE,MOUNT,MOUNT HOUSING AND INFRASTRUCTU
2084,INE490Z01012,138973444,542865,BSE,ANUROOP,ANUROOP PACKAGING 
2085,INE771C01014,138983940,542906,BSE,EASUN,EASUN CAPITAL MARKETS 
2086,INE165G01010,138985220,542911,BSE,ASSAMENT,ASSAM ENTRADE 
2087,INE063601012,138987012,542918,BSE,GIANLIFE,GIAN LIFE CARE 
2088,INE128G01018,138990340,542931,BSE,VARDHANCFL,VARDHAN CAPITAL & FINANCE LIMI
2089,INE07QQ01016,138991108,542934,BSE,CBPL,CHANDRA BHAGAT PHARMA 
2090,INE117S01016,138992132,542938,BSE,OCTAVIUSPL,OCTAVIUS PLANTATIONS 
2091,INE0C4I01011,139024644,543065,BSE,SMAUTO,SM AUTO STAMPING 
2092,INE0BDU01028,139051780,543171,BSE,ROJL,RO JEWELS 
2093,INE0CQB01010,139052036,543172,BSE,COSPOWER,COSPOWER ENGINEERING 
2094,INE0CPQ01010,139057668,543194,BSE,NIRMITEE,NIRMITEE ROBOTICS INDIA LIMITE
2095,INE06MM01016,139060996,543207,BSE,NATURAL,NATURAL BIOCON (INDIA) 
2096,INE745R01024,139061252,543208,BSE,REGIS,REGIS INDUSTRIES
2097,INE0CRS01012,139061508,543209,BSE,BILLWIN,BILLWIN INDUSTRIES 
2098,INE0B9A01018,139062020,543211,BSE,BONLON,BONLON INDUSTRIES
2099,INE412J01010,139066628,543229,BSE,SAMRATFORG,SAMRAT FORGINGS 
2100,INE0ALI01010,139066884,543230,BSE,ADVAIT,ADVAIT ENERGY TRANSITIONS LIMI
2101,INE0E2801015,139069188,543239,BSE,GMPL,G M POLYPLAST 
2102,INE244W01010,139069700,543241,BSE,VGIL,VEER GLOBAL INFRACONSTRUCTION
2103,INE0BLY01023,139070468,543244,BSE,SHINEFASH,SHINE FASHIONS (INDIA) 
2104,INE0D5F01013,139071236,543247,BSE,NETPIX,NET PIX SHORTS DIGITAL MEDIA L
2105,INE018S01016,139073540,543256,BSE,RFLL,RITA FINANCE AND LEASING LIMIT
2106,INE0D7801012,139075076,543262,BSE,MRP,MRP AGRO 
2107,INE0GX601011,139080196,543282,BSE,NIKSTECH,NIKS TECHNOLOGY 
2108,INE0CPR01018,139080708,543284,BSE,EKI,EKI ENERGY SERVICES 
2109,INE0CQ101015,139080964,543285,BSE,RCAN,RAJESHWARI CANS 
2110,INE0D9X01018,139081220,543286,BSE,JETMALL,JETMALL SPICES AND MASALA LIMI
2111,INE04CO01018,139081988,543289,BSE,KGES,KUBERAN GLOBAL EDU SOLUTIONS L
2112,INE0H8J01015,139087108,543309,BSE,ADESHWAR,ADESHWAR MEDITEX 
2113,INE0B6101012,139087364,543310,BSE,TIMESGREEN,TIMES GREEN ENERGY (INDIA) LIM
2114,INE0DXR01010,139087876,543312,BSE,FOCUS,FOCUS BUSINESS SOLUTION LIMITE
2115,INE0C5901022,139089668,543319,BSE,AAPLUSTRAD,AA PLUS TRADELINK 
2116,INE647W01014,139095300,543341,BSE,SHARPLINE,SHARPLINE BROADCAST
2117,INE0EAX01014,139096580,543346,BSE,AASHKA,AASHKA HOSPITALS 
2118,INE0DTJ01015,139098116,543352,BSE,POBS,PLATINUMONE BUSINESS SERVICES
2119,INE0GAO01018,139100932,543363,BSE,PREVEST,PREVEST DENPRO 
2120,INE0DLM01024,139101700,543366,BSE,SBLI,SBL INFRATECH 
2121,INE0H1201020,139103236,543372,BSE,GETALONG,GETALONG ENTERPRISE 
2122,INE0HLJ01013,139103492,543373,BSE,SVRL,SHRI VENKATESH REFINERIES LIMI
2123,INE0I2F01015,139104004,543375,BSE,PROMAX,PROMAX POWER 
2124,INE0GD201014,139104260,543376,BSE,SAMOR,SAMOR REALITY 
2125,INE0CWK01019,139104516,543377,BSE,ADISHAKTI,ADISHAKTI LOHA AND ISPAT LIMIT
2126,INE07GA01011,139108100,543391,BSE,SGFRL,SUYOG GURBAXANI FUNICULAR ROPE
2127,INE0JFE01012,139110404,543400,BSE,OMNIPOTENT,OMNIPOTENT INDUSTRIES 
2128,INE07L501010,139112964,543410,BSE,DMR,DMR ENGINEERING
2129,INE0JJS01014,139119364,543435,BSE,CLARA,CLARA INDUSTRIES
2130,INE0IM001015,139119620,543436,BSE,WITS,WHERRELZ IT SOLUTIONS 
2131,INE0DRT01018,139121668,543444,BSE,FABINO,FABINO ENTERPRISES
2132,INE0KA601012,139123972,543453,BSE,ALKOSIGN,ALKOSIGN
2133,INE0KAF01018,139125764,543460,BSE,QRIL,QUALITY RO INDUSTRIES 
2134,INE0JNA01014,139126020,543461,BSE,SSTL,SAFA SYSTEMS & TECHNOLOGIES LI
2135,INE0JSJ01014,139126788,543464,BSE,SPITZE,MARUTI INTERIOR PRODUCTS LIMIT
2136,INE0KCM01010,139129604,543475,BSE,EKENNIS,EKENNIS SOFTWARE SERVICE LIMIT
2137,INE0KQ001017,139135236,543497,BSE,BCCL,BHATIA COLOUR CHEM 
2138,INE0K1401020,139135748,543499,BSE,ACHYUT,ACHYUT HEALTHCARE 
2139,INE0JVD01011,139136004,543500,BSE,EVOQ,EVOQ REMEDIES 
2140,INE0KPY01017,139139844,543515,BSE,SEML,SUNRISE EFFICIENT MARKETING LI
2141,INE0K5F01014,139140100,543516,BSE,DHYAANITR,DHYAANI TRADEVENTTURES
2142,INE0KSN01014,139140612,543518,BSE,EIGHTY,EIGHTY JEWELLERS 
2143,INE0JMN01019,139140868,543519,BSE,SFSL,SHASHWAT FURNISHING SOLUTIONS
2144,INE0J2K01014,139141124,543520,BSE,GLHRL,GLOBAL LONGLIFE HOSPITAL AND R
2145,INE0L3H01014,139141380,543521,BSE,FONE4,FONE4 COMMUNICATIONS (INDIA) L
2146,INE0E5R01017,139141636,543522,BSE,NVENTURES,NANAVATI VENTURES 
2147,INE05CY01014,139143940,543531,BSE,TIERRA,TIERRA AGROTECH 
2148,INE0KXN01014,139145220,543536,BSE,SILVERPRL,SILVER PEARL HOSPITALITY & LUX
2149,INE0IXR01019,139145476,543537,BSE,SCARNOSE,SCARNOSE INTERNATIONAL 
2150,INE0K6L01010,139145732,543538,BSE,GOEL,GOEL FOOD PRODUCTS 
2151,INE0GTX01019,139146244,543540,BSE,PGCRL,PEARL GREEN CLUBS AND RESORTS
2152,INE0KHQ01010,139146500,543541,BSE,SAILANI,SAILANI TOURS N TRAVELS LIMITE
2153,INE0L1C01019,139146756,543542,BSE,KESAR,KESAR INDIA
2154,INE0IZQ01016,139147012,543543,BSE,BRRL,B-RIGHT REALESTATE
2155,INE0KR801019,139147268,543544,BSE,JAYANT,JAYANT INFRATECH
2156,INE0ID001024,139147524,543545,BSE,VEERKRUPA,VEERKRUPA JEWELLERS 
2157,INE0L3501015,139147780,543546,BSE,HEALTHYLIFE,HEALTHY LIFE AGRITEC
2158,INE0M3901015,139155972,543578,BSE,OLATECH,OLATECH SOLUTIONS 
2159,INE0JNB01012,139156228,543579,BSE,NATURO,NATURO INDIABULL
2160,INE0MC401013,139160068,543594,BSE,DPL,DIPNA PHARMACHEM
2161,INE0D2I01014,139160324,543595,BSE,EPBIO,EP BIOCOMPOSITES
2162,INE0I0T01010,139160836,543597,BSE,VOEPL,VIRTUOSO OPTOELECTRONICS LIMIT
2163,INE0LU301014,139161092,543598,BSE,SISL,SHANTIDOOT INFRA SERVICES LIMI
2164,INE0M8901010,139163140,543606,BSE,CONTAINE,CONTAINE TECHNOLOGIES
2165,INE0KQQ01011,139164932,543613,BSE,MAFIA,MAFIA TRENDS
2166,INE0MNV01014,139165444,543615,BSE,SRSOLTD,SILICON RENTAL SOLUTIONS LIMIT
2167,INE0MKA01014,139165700,543616,BSE,TLL,TRIDENT LIFELINE 
2168,INE0MKO01015,139165956,543617,BSE,REETECH,REETECH INTERNATIONAL
2169,INE0M4L01013,139166212,543618,BSE,CARGOTRANS,CARGOTRANS MARITIME 
2170,INE0N0J01014,139166468,543619,BSE,CNCRD,CONCORD CONTROL SYSTEMS LIMITE
2171,INE0LGX01024,139166724,543620,BSE,INA,INSOLATION ENERGY
2172,INE0KZM01011,139166980,543621,BSE,CARGOSOL,CARGOSOL LOGISTICS 
2173,INE0MSK01016,139167236,543622,BSE,STML,STEELMAN TELECOM
2174,INE0NC801013,139167492,543623,BSE,VEDANTASSET,VEDANT ASSET
2175,INE0N1L01018,139171076,543637,BSE,PACE,PACE E-COMMERCE VENTURES LIMIT
2176,INE975Z01012,139174660,543651,BSE,DAPS,DAPS ADVERTISING
2177,INE0MXP01015,139175940,543656,BSE,TECHNOPACK,TECHNOPACK POLYMERS 
2178,INE0N6V01016,139181572,543678,BSE,AMBOAGRI,AMBO AGRITEC
2179,INE0NT601018,139189508,543709,BSE,GARGI,PNGS GARGI FASHION JEWELLERY L
2180,INE0MQD01015,139190532,543713,BSE,DRONACHRYA,DRONEACHARYA AERIAL INNOVATION
2181,INE09BN01011,139196676,543737,BSE,AVEER,AVEER FOODS 
2182,INE0MFT01014,139198468,543744,BSE,REXSEAL,REX SEALING AND PACKING INDUST
2183,INE0MID01012,139198724,543745,BSE,SVS,SVS VENTURES
2184,INE0BSU01018,139198980,543746,BSE,LOGICA,LOGICA INFOWAY
2185,INE0M9Q01011,139200772,543753,BSE,DHARNI,DHARNI CAPITAL SERVICES LIMITE
2186,INE0MPU01011,139201028,543754,BSE,TRANSVOY,TRANSVOY LOGISTICS INDIA LIMIT
2187,INE0O4V01010,139203844,543765,BSE,EARTH,EARTHSTAHL & ALLOYS 
2188,INE094B01013,139204100,543766,BSE,ASHIKA,ASHIKA CREDIT CAPITAL
2189,INE0KN201016,139204868,543769,BSE,INDONG,INDONG TEA COMPANY
2190,INE0O4601016,139208196,543782,BSE,SEALMATIC,SEALMATIC INDIA 
2191,INE0OLH01013,139209476,543787,BSE,ROBU,MACFOS 
2192,INE0NPA01011,139212292,543798,BSE,PATRON,PATRON EXIM 
2193,INE0JZS01010,139212548,543799,BSE,SVJ,S. V. J. ENTERPRISES 
2194,INE0G1V01016,139213828,543804,BSE,AMANAYA,AMANAYA VENTURES
2195,INE0NYN01016,139214084,543805,BSE,RESGEN,RESGEN
2196,INE0O6A01019,139214340,543806,BSE,ITCONS,ITCONS E-SOLUTIONS 
2197,INE0OKG01017,139216388,543814,BSE,PCL,PROSPECT CONSUMER PRODUCTS LIM
2198,INE00TV01023,139219972,543828,BSE,SUDARSHAN,SUDARSHAN PHARMA INDUSTRIES LI
2199,INE0NLJ01011,139220484,543830,BSE,LABELKRAFT,LABELKRAFT TECHNOLOGIES LIMITE
2200,INE0OMI01019,139220740,543831,BSE,BRIGHT,BRIGHT OUTDOOR MEDIA 
2201,INE0LKQ01012,139223812,543843,BSE,COMMAND,COMMAND POLYMERS 
2202,INE0NIJ01017,139225092,543848,BSE,DEVLAB,DEV LABTECH VENTURE 
2203,INE825B01010,139228164,543860,BSE,JAFINANCE,J.A. FINANCE 
2204,INE0O1T01010,139231748,543874,BSE,MAIDEN,MAIDEN FORGINGS 
2205,INE0O8901016,139237124,543895,BSE,EXHICON,EXHICON EVENTS MEDIA SOLUTIONS
2206,INE0P7001013,139237636,543897,BSE,SANCODE,SANCODE TECHNOLOGIES 
2207,INE0NTC01019,139238916,543902,BSE,RETINA,RETINA PAINTS 
2208,INE0LDI01022,139239684,543905,BSE,INNOKAIZ,INNOKAIZ INDIA
2209,INE210F01016,139241988,543914,BSE,SWATIPRO,SWATI PROJECTS 
2210,INE0GYI01028,139242500,543916,BSE,HSIL,HEMANT SURGICAL INDUSTRIES LIM
2211,INE0NJ001013,139243524,543920,BSE,CFF,CFF FLUID CONTROL
2212,INE0NXA01015,139243780,543921,BSE,COMRADE,COMRADE APPLIANCES 
2213,INE0N5O01013,139244548,543924,BSE,SONALIS,SONALIS CONSUMER PRODUCTS LIMI
2214,INE0OJ401014,139245060,543926,BSE,BIZOTIC,BIZOTIC COMMERCIAL 
2215,INE04Z101016,139245316,543927,BSE,ASIAN,ASIAN WAREHOUSING 
2216,INE0ORA01015,139245572,543928,BSE,COSMICCRF,COSMIC CRF 
2217,INE0Q0M01015,139246340,543931,BSE,VEEFIN,VEEFIN SOLUTIONS
2218,INE01BT01015,139247108,543934,BSE,MACIND,MACHHAR INDUSTRIES 
2219,INE0NZF01019,139247876,543937,BSE,ALPHAIND,ALPHALOGIC INDUSTRIES
2220,INE0POP01017,139248132,543938,BSE,ACCELERATE,ACCELERATEBS INDIA
2221,INE0P3N01018,139248388,543939,BSE,KAKA,KAKA INDUSTRIES 
2222,INE0NEV01011,139248900,543941,BSE,AHASOLAR,AHASOLAR TECHNOLOGIES
2223,INE0DN001027,139249412,543943,BSE,ASARFI,ASARFI HOSPITAL
2224,INE0OWC01011,139251972,543953,BSE,KHAZANCHI,KHAZANCHI JEWELLERS 
2225,INE013V01011,139254532,543963,BSE,SHELTER,SHELTER PHARMA
2226,INE0OJZ01019,139256324,543970,BSE,SHOORA,SHOORA DESIGNS 
2227,INE0Q8P01029,139256580,543971,BSE,BONDADA,BONDADA ENGINEERING 
2228,INE489B01031,139257860,543976,BSE,SHRAAITECH,SHRADHA AI TECHNOLOGIES LIMITE
2229,INE04T901017,139258628,543979,BSE,KAHAN,KAHAN PACKAGING 
2230,INE0OYE01013,139259396,543982,BSE,QUESTFLOW,QUEST FLOW CONTROLS
2231,INE0P4P01011,139261700,543991,BSE,TECHKGREEN,TECHKNOWGREEN SOLUTIONS LIMITE
2232,INE372M01010,139262212,543993,BSE,ARCL,ARCL ORGANICS
2233,INE0MIO01019,139263236,543997,BSE,ORGANICREC,ORGANIC RECYCLING SYSTEMS LIMI
2234,INE0M7501019,139264004,544000,BSE,CCAL,CITY CROPS AGRO
2235,INE0Q1S01010,139264260,544001,BSE,SUNITATOOL,SUNITA TOOLS 
2236,INE0PA601017,139264516,544002,BSE,VIVAA,VIVAA TRADECOM 
2237,INE0Q6901013,139266820,544011,BSE,VPL,VRUNDAVAN PLANTATION 
2238,INE0OH401016,139267332,544013,BSE,KKSHL,KK SHAH HOSPITALS 
2239,INE0QI101019,139267844,544015,BSE,MISHDESIGN,MISH DESIGNS 
2240,INE0N6U01018,139269892,544023,BSE,KALYANI,KALYANI CAST-TECH 
2241,INE0PP401015,139270404,544025,BSE,ARROWHEAD,ARROWHEAD SEPERATION ENGINEERI
2242,INE0RDR01012,139272964,544035,BSE,SPL,SWASHTHIK PLASCON 
2243,INE0RDM01013,139273220,544036,BSE,DEEPAKCHEM,DEEPAK CHEMTEX
2244,INE0P9J01013,139273476,544037,BSE,AMIC,AMIC FORGING 
2245,INE0QSK01017,139276036,544047,BSE,SIYARAM,SIYARAM RECYCLING INDUSTRIES L
2246,INE0Q2Z01013,139277316,544052,BSE,BENCHMARK,BENCHMARK COMPUTER SOLUTIONS L
2247,INE0PSJ01011,139278340,544056,BSE,SMARITIME,SAHARA MARITIME 
2248,INE0QZQ01019,139279108,544059,BSE,SHANTIDENM,SHANTI SPINTEX
2249,INE0QFT01015,139282436,544072,BSE,AIKPIPES,AIK PIPES AND POLYMERS 
2250,INE0A6N01026,139282692,544073,BSE,MCPL,MANOJ CERAMIC 
2251,INE0RNZ01014,139282948,544074,BSE,SBVCL,SHRI BALAJI VALVE COMPONENTS L
2252,INE0MGS01014,139284484,544080,BSE,SHILINDORE,SAYAJI HOTELS (INDORE) 
2253,INE0GEN01012,139284996,544082,BSE,SWANAGRO,NEW SWAN MULTITECH 
2254,INE0QIS01011,139285252,544083,BSE,SHREE,SHREE MARUTINANDAN TUBES LIMIT
2255,INE07G501017,139287044,544090,BSE,SHPLPUNE,SAYAJI HOTELS (PUNE) 
2256,INE0Q1R01012,139287300,544091,BSE,QLL,QUALITEK LABS 
2257,INE0PYT01018,139288068,544094,BSE,EUPHORIAIT,EUPHORIA INFOTECH (INDIA) LIMI
2258,INE0Q6L01014,139289860,544101,BSE,BRISK,BRISK TECHNOVISION 
2259,INE0OLZ01015,139290884,544105,BSE,HARSHDEEP,HARSHDEEP HORTICO
2260,INE0R5Z01015,139291140,544106,BSE,MCFL,MAYANK CATTLE FOOD 
2261,INE0QZF01012,139291652,544108,BSE,GPSL,GABRIEL PET STRAPS 
2262,INE0QXV01014,139292676,544112,BSE,JGTL,JASCH GAUGING TECHNOLOGIES LIM
2263,INE0OYK01010,139294980,544121,BSE,RUDRAGAS,RUDRA GAS ENTERPRISE 
2264,INE0M8R01011,139299588,544139,BSE,KOURA,KOURA FINE DIAMOND JEWELRY LIM
2265,INE510U01018,139300100,544141,BSE,PESB,PUNE E - STOCK BROKING 
2266,INE0QQG01019,139300612,544143,BSE,ROYAL,ROYAL SENSE 
2267,INE0QVH01025,139302404,544150,BSE,KPGEL,KP GREEN ENGINEERING
2268,INE0AH901011,139302660,544151,BSE,CHATHA,CHATHA FOODS
2269,INE0QHY01011,139303940,544156,BSE,GCONNECT,GCONNECT LOGITECH AND SUPPLY C
2270,INE0OMZ01013,139304196,544157,BSE,VRUDDHI,VRUDDHI ENGINEERING WORKS LIMI
2271,INE0MSS01019,139304964,544160,BSE,JAYKAILASH,JAY KAILASH NAMKEEN 
2272,INE0S0701019,139305732,544163,BSE,GVL,GREENHITECH VENTURES 
2273,INE0Q9W01015,139305988,544164,BSE,FAALCON,FAALCON CONCEPTS 
2274,INE0SGR01013,139306244,544165,BSE,SHIVAM,SHIVAM CHEMICALS
2275,INE0SDC01012,139306500,544166,BSE,EMMFORCE,EMMFORCE AUTOTECH
2276,INE0R6801013,139307012,544168,BSE,VARYAA,VARYAA CREATIONS
2277,INE0QSB01016,139307268,544169,BSE,AMKAY,AMKAY PRODUCTS 
2278,INE0QXT01018,139307524,544170,BSE,DKUAL,DOLPHIN KITCHEN UTENCILS AND A
2279,INE0RGM01016,139307780,544171,BSE,STAL,STORAGE TECHNOLOGIES AND AUTOM
2280,INE0QOQ01013,139308292,544173,BSE,FTL,FINELISTINGS TECHNOLOGIES LIMI
2281,INE0SMU01015,139308804,544175,BSE,TGIF,TGIF AGRIBUSINESS
2282,INE0SCB01016,139309316,544177,BSE,AZTEC,AZTEC FLUIDS & MACHINERY LIMIT
2283,INE0R4W01015,139309572,544178,BSE,PIOTEX,PIOTEX INDUSTRIES
2284,INE0RIQ01013,139310852,544183,BSE,ASSOCIATED,ASSOCIATED COATERS 
2285,INE257C01014,139311364,544185,BSE,ADTECH,ADTECH SYSTEMS
2286,INE0TT901016,139311620,544186,BSE,TOTEM,FORBES PRECISION TOOLS AND MAC
2287,INE0QZ901011,139312132,544188,BSE,MAGENTA,MAGENTA LIFECARE 
2288,INE0QUV01010,139312388,544189,BSE,SATTRIX,SATTRIX INFORMATION SECURITY L
2289,INE0R7D01018,139312644,544190,BSE,3CIT,3C IT SOLUTIONS AND TELECOMS (
2290,INE0CYK01015,139312900,544191,BSE,PURPLEFIN,PURPLE FINANCE 
2291,INE0S0I01011,139313924,544195,BSE,COTFAB,UNITED COTFAB 
2292,INE0RUJ01013,139314948,544199,BSE,GEMENVIRO,GEM ENVIRO MANAGEMENT 
2293,INE0S6R01027,139315460,544201,BSE,DFPL,DINDIGUL FARM PRODUCT
2294,INE0PO601011,139316484,544205,BSE,NPL,NATIONAL PEROXIDE 
2295,INE0T3401029,139318532,544213,BSE,ACLD,AELEA COMMODITIES
2296,INE0UK501010,139318788,544214,BSE,THREEMPAPE,THREE M PAPER BOARDS
2297,INE0MNP01016,139320068,544219,BSE,VVIPIL,VVIP INFRATECH 
2298,INE0QMR01015,139320324,544220,BSE,CTLLAB,CLINITECH LABORATORY 
2299,INE0RMR01013,139320580,544221,BSE,KIZI,KIZI APPARELS 
2300,INE0OXY01013,139321348,544224,BSE,AFCOM,AFCOM HOLDINGS 
2301,INE0SFZ01018,139323140,544231,BSE,BROACH,BROACH LIFECARE HOSPITAL LIMIT
2302,INE0SK201011,139324420,544236,BSE,RAL,RESOURCEFUL AUTOMOBILE 
2303,INE0QA901010,139324676,544237,BSE,RAPID,RAPID MULTIMODAL LOGISTICS LIM
2304,INE0SG001011,139325956,544242,BSE,TRAVELS,TRAVELS & RENTALS 
2305,INE0N4701016,139326724,544245,BSE,NHL,NATUREWINGS HOLIDAYS 
2306,INE0UYT01018,139327492,544248,BSE,MCEL,MACH CONFERENCES AND EVENTS LI
2307,INE0LY301010,139328260,544251,BSE,SSL,SHARE SAMADHAN 
2308,INE0Q3401017,139329796,544257,BSE,SAFE,SODHANI ACADEMY OF FINTECH ENA
2309,INE0PZB01013,139330308,544259,BSE,PFL,POPULAR FOUNDATIONS
2310,INE0QUL01011,139331844,544265,BSE,NEXXUS,NEXXUS PETRO INDUSTRIES LIMITE
2311,INE0U6201010,139332356,544267,BSE,SUBAM,SUBAM PAPERS
2312,INE471R01019,139332868,544269,BSE,NPFL,NEOPOLITAN PIZZA AND FOODS LIM
2313,INE0S9501014,139333124,544270,BSE,KGVL,KHYATI GLOBAL VENTURES 
2314,INE0YRO01015,139333636,544272,BSE,SHIVTEXCHEM,SHIV TEXCHEM
2315,INE0RU901015,139337476,544287,BSE,MANGALCOMP,MANGAL COMPUSOLUTION 
2316,INE0VN801010,139338500,544291,BSE,RAJESH,RAJESH POWER SERVICES
2317,INE0DQN01013,139339780,544296,BSE,NISUS,NISUS FINANCE SERVICES CO LIMI
2318,INE0XAY01012,139341572,544303,BSE,TTC,TOSS THE COIN
2319,INE0WCH01015,139341828,544304,BSE,JUNGLECAMP,JUNGLE CAMPS INDIA
2320,INE168C01013,139342852,544308,BSE,HILLTONE,HILLTONE SOFTWARE AND GASES LT
2321,INE00GK01023,139343364,544310,BSE,YASHHV,YASH HIGHVOLTAGE 
2322,INE0QBD01018,139343876,544312,BSE,HAMPS,HAMPS BIO
2323,INE0LB101011,139344132,544313,BSE,NACDAC,NACDAC INFRASTRUCTURE 
2324,INE0A8401016,139346948,544324,BSE,CITICHEM,CITICHEM INDIA 
2325,INE0ZHT01012,139347716,544327,BSE,TECHNICHEM,TECHNICHEM ORGANICS
2326,INE0RH001011,139348228,544329,BSE,VANDU,LEO DRYFRUITS & SPICES TRADING
2327,INE0QQJ01021,139348484,544330,BSE,PARMESHWAR,PARMESHWAR METAL
2328,INE0Q2L01013,139348740,544331,BSE,DAVIN,DAVIN SONS RETAIL 
2329,INE0HSD01011,139348996,544332,BSE,FABCLEAN,FABTECH TECHNOLOGIES CLEANROOM
2330,INE0FK501019,139349508,544334,BSE,INDOBELL,INDOBELL INSULATIONS 
2331,INE00ST01011,139349764,544335,BSE,BRGIL,B.R.GOYAL INFRASTRUCTURE LIMIT
2332,INE0NQ401016,139350276,544337,BSE,AVAX,AVAX APPARELS AND ORNAMENTS LI
2333,INE0CFH01028,139351044,544340,BSE,RIKHAV,RIKHAV SECURITIES 
2334,INE12QA01010,139351300,544341,BSE,LGLL,LANDMARK GLOBAL LEARNING LIMIT
2335,INE0WXM01011,139351812,544343,BSE,CNINFOTECH,CAPITALNUMBERS INFOTECH  LIMIT
2336,INE0AK901016,139352580,544346,BSE,RRECL,RDB REAL ESTATE CONSTRUCTIONS
2337,INE0WDX01010,139352836,544347,BSE,CLN,CLN ENERGY
2338,INE0RWU01016,139353092,544348,BSE,GBLOGISTIC,GB LOGISTICS COMMERCE 
2339,INE0DZD01015,139353348,544349,BSE,HMEML,H.M. ELECTRO MECH
2340,INE0YON01014,139353860,544351,BSE,MALPANI,MALPANI PIPES AND FITTINGS LIM
2341,INE0U2L01017,139354372,544353,BSE,AMWILL,AMWILL HEALTH CARE 
2342,INE0W0H01017,139354628,544354,BSE,SOLARIUM,SOLARIUM GREEN ENERGY
2343,INE0R8101016,139356420,544361,BSE,COVANCE,COVANCE SOFTSOL
2344,INE0TD301017,139357444,544365,BSE,SHANMUGA,SHANMUGA HOSPITAL
2345,INE0FFF01017,139357700,544366,BSE,LKMEHTA,L.K.MEHTA POLYMERS
2346,INE0TIR01017,139358212,544368,BSE,SWASTH,SWASTH FOODTECH INDIA 
2347,INE13VU01016,139358468,544369,BSE,BEEZAASAN,BEEZAASAN EXPLOTECH 
2348,INE0VYX01018,139358724,544370,BSE,NUKLEUS,NUKLEUS OFFICE SOLUTIONS LIMIT
2349,INE0NR501012,139358980,544371,BSE,VIKRAMAR,VIKRAM AROMA
2350,INE0RXS01018,139359236,544372,BSE,SHREENATH,SHREENATH PAPER PRODUCTS LIMIT
2351,INE0VNH01014,139359492,544373,BSE,NAPSGLOBAL,NAPS GLOBAL INDIA 
2352,INE0ABU01016,139360772,544378,BSE,PSPL,PDP SHIPPING & PROJECTS LIMITE
2353,INE16IQ01014,139361540,544381,BSE,SUPERIRON,SUPER IRON FOUNDRY 
2354,INE0SMW01011,139362052,544383,BSE,PPARIVAH,PARADEEP PARIVAHAN
2355,INE0TGG01014,139363076,544387,BSE,DESCO,DESCO INFRATECH 
2356,INE0PA401012,139363332,544388,BSE,IDENTIXWEB,IDENTIXWEB 
2357,INE0KWJ01014,139364100,544391,BSE,RETAGGIO,RETAGGIO INDUSTRIES 
2358,INE10XX01012,139364356,544392,BSE,SPINAROO,SPINAROO COMMERCIAL
2359,INE12IB01015,139364612,544393,BSE,INFONATIVE,INFONATIVE SOLUTIONS
2360,INE0AOG01018,139365892,544398,BSE,KENRIK,KENRIK INDUSTRIES 
2361,INE0RJ901010,139366148,544399,BSE,SRIGEE,SRIGEE DLM
2362,INE0MV001018,139366404,544400,BSE,MANOJJEWEL,MANOJ JEWELLERS 
2363,INE1ABX01018,139367940,544406,BSE,UNIFIED,UNIFIED DATA TECH SOLUTIONS LI
2364,INE0TG901011,139368708,544409,BSE,ASTONEALAB,ASTONEA LABS
2365,INE0TE101010,139369476,544412,BSE,3BFILMS,3B FILMS
2366,INE0XCV01014,139370756,544417,BSE,ATENPAPERS,ATEN PAPERS & FOAM 
2367,INE0ZDY01011,139372036,544422,BSE,ABRFL,ABRAM FOOD 
2368,INE0XRR01010,139372804,544425,BSE,AJCJEWEL,AJC JEWEL MANUFACTURERS LIMITE
2369,INE0Y0E01012,139373060,544426,BSE,ICON,ICON FACILITATORS 
2370,INE0SC101013,139373572,544428,BSE,SEVL,SUPERTECH EV
